Customer_id,First_name,Last_name,Country,Gender,Age,Winning_percentage,Days_Since_Last_Bet,Income_Level_(k),Total_Amount_wagered,Average_Bet_Amount,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_bets_after_bonus,Increase_in_wagering_after_bonus,Should_Receive_Bonus,withdraw_frequency
777973,Rachel,Hamilton,Argentina,Male,42,24,26,25691,11737,523.0,5,32.0,50862.0,59.0,421.0,1279.0,270.0,26562.0,0,Occasionally
974273,Jonathan,Bennett,Argentina,Female,30,19,11,21362,19640,478.0,10,22.0,67741.0,66.0,372.0,1801.0,258.0,22945.0,1,Monthly
917984,Sue,Martin,India,Male,58,11,21,22405,71836,600.0,308,15.0,64616.0,51.0,499.0,2557.0,290.0,22774.0,1,Daily
706663,Erica,Bass,India,Female,46,49,3,38055,36417,393.0,7,31.0,57471.0,35.0,372.0,2913.0,255.0,19026.0,0,Monthly
510786,David,Craig,Mexico,Male,42,52,37,20246,20883,523.0,338,43.0,46657.0,41.0,611.0,2993.0,259.0,20466.0,0,Daily
751567,Bryan,Dunn,India,Male,58,47,15,25693,16636,484.0,12,31.0,60561.0,47.0,503.0,1795.0,235.0,14796.0,0,Monthly
793111,Daniel,Lawson,Brazil,Male,24,9,10,28421,9161,210.0,11,14.0,33709.0,54.0,575.0,3728.0,207.0,32062.0,1,Monthly
649641,Zachary,Gregory,Argentina,Female,47,13,36,27533,2337,455.0,9,21.0,60768.0,36.0,512.0,2918.0,272.0,19294.0,0,Occasionally
792086,Brett,Arias,India,Male,32,26,23,20555,4034,863.0,47,39.0,54818.0,40.0,694.0,4090.0,363.0,23025.0,1,Weekly
426827,Christopher,Hammond,India,Female,27,57,16,38488,10238,471.0,46,32.0,62577.0,52.0,485.0,3054.0,343.0,29845.0,0,Weekly
117007,Rachel,Burton,Mexico,Male,51,77,32,35880,748,422.0,8,29.0,66985.0,64.0,463.0,1307.0,255.0,35935.0,1,Monthly
616145,Eric,Williams,Argentina,Male,56,28,33,30334,4356,412.0,8,24.0,37378.0,25.0,524.0,2753.0,274.0,17268.0,0,Monthly
972307,Barbara,Anderson,Brazil,Female,23,46,24,30769,24182,430.0,8,17.0,48210.0,40.0,529.0,2300.0,232.0,27450.0,0,Monthly
490124,Nichole,Mcneil,India,Female,38,6,24,21582,34317,637.0,52,32.0,47150.0,48.0,715.0,2381.0,337.0,22423.0,0,Weekly
523152,Antonio,Jacobson,India,Female,21,5,23,36051,5767,506.0,54,31.0,51093.0,52.0,511.0,3291.0,340.0,31320.0,0,Weekly
841371,Angela,Fletcher,Mexico,Female,48,70,20,22665,15021,568.0,6,17.0,28467.0,30.0,288.0,1529.0,358.0,24013.0,1,No
197356,Tonya,Torres,Argentina,Female,24,69,36,20444,1694,347.0,7,20.0,45055.0,37.0,617.0,3142.0,250.0,18562.0,1,Monthly
896011,Marcus,Cox,Argentina,Male,48,8,29,24728,1590,679.0,8,28.0,69501.0,64.0,847.0,3443.0,404.0,18809.0,1,No
113247,Brenda,Cantu,Argentina,Female,18,52,37,36822,3488,676.0,12,26.0,23505.0,36.0,699.0,2636.0,341.0,17917.0,0,Monthly
944204,James,Jackson,Brazil,Female,67,44,37,26215,5869,531.0,314,33.0,72881.0,50.0,500.0,2488.0,273.0,31395.0,1,Daily
490180,Daniel,Eaton,Brazil,Female,43,73,37,27663,41185,671.0,45,26.0,45343.0,50.0,684.0,2428.0,274.0,18634.0,0,Weekly
136714,Scott,Evans,Argentina,Male,66,35,21,36036,5349,761.0,338,28.0,70324.0,72.0,829.0,2467.0,313.0,34210.0,1,Daily
637232,Carrie,Lewis,Argentina,Male,48,65,11,42558,15011,591.0,46,29.0,54435.0,29.0,641.0,4244.0,359.0,20034.0,1,Weekly
138145,Thomas,Vaughn,Brazil,Male,52,36,8,26985,3184,560.0,12,32.0,49610.0,46.0,710.0,2725.0,331.0,27333.0,0,Monthly
560653,Julia,Rasmussen,Argentina,Female,39,20,28,46392,18273,362.0,54,17.0,48638.0,51.0,349.0,2234.0,101.0,7530.0,1,Weekly
142562,Dominique,Burton,India,Female,35,48,21,20966,7742,477.0,51,38.0,55226.0,51.0,440.0,3252.0,302.0,21390.0,0,Weekly
667007,Eric,Williams,India,Female,65,70,10,32603,70040,880.0,6,34.0,48617.0,71.0,682.0,3426.0,463.0,35515.0,0,Occasionally
720091,Leonard,Simmons,Mexico,Female,59,76,38,24230,11635,428.0,6,37.0,40852.0,22.0,341.0,2581.0,274.0,22057.0,1,Occasionally
897220,Jacqueline,Solomon,Argentina,Female,59,69,15,20527,2866,354.0,51,13.0,43242.0,60.0,494.0,2227.0,244.0,17536.0,0,Weekly
806068,Kelsey,Gilmore,Argentina,Female,27,77,9,21870,14491,394.0,52,20.0,35949.0,29.0,590.0,1977.0,356.0,28670.0,1,Weekly
531738,Gary,White,India,Female,53,76,28,24257,4735,381.0,314,30.0,58915.0,51.0,342.0,2366.0,284.0,24248.0,0,Daily
425994,George,Mcconnell,Brazil,Female,69,6,18,22738,35513,699.0,8,45.0,56969.0,49.0,679.0,4384.0,344.0,28359.0,1,Occasionally
747918,Richard,Brown,Brazil,Female,31,6,27,24931,56993,499.0,9,21.0,44012.0,54.0,665.0,2510.0,253.0,24290.0,1,Occasionally
491059,Amanda,Dominguez,India,Female,44,31,21,31969,112,316.0,12,26.0,35821.0,58.0,667.0,2449.0,336.0,25487.0,1,Monthly
517924,Mark,Cook,Argentina,Male,27,68,8,21633,9113,504.0,12,22.0,47257.0,47.0,556.0,2209.0,269.0,14780.0,0,Monthly
174210,Christopher,Butler,Brazil,Male,60,52,18,25324,8401,628.0,54,33.0,48291.0,63.0,471.0,2858.0,253.0,24554.0,0,Weekly
261687,Cody,Gregory,Mexico,Female,30,13,14,25641,446,315.0,50,28.0,58401.0,36.0,337.0,3330.0,292.0,24040.0,1,Weekly
157824,Christina,Moore,India,Male,31,49,22,22845,16162,323.0,6,36.0,47623.0,34.0,369.0,1928.0,307.0,23782.0,1,Occasionally
583717,Kathy,Ramsey,Mexico,Female,39,24,3,25913,5330,399.0,4,28.0,24956.0,36.0,193.0,2151.0,208.0,19173.0,0,No
124187,Gerald,Hull,Mexico,Female,54,44,37,31327,4769,361.0,309,18.0,42888.0,44.0,658.0,1709.0,305.0,24995.0,1,Daily
342532,Nicole,Flores,Mexico,Male,64,74,28,27954,5068,298.0,305,40.0,64588.0,21.0,347.0,2548.0,170.0,21953.0,0,Daily
276424,Tami,Brown,Mexico,Female,25,62,23,33654,15650,415.0,333,29.0,62785.0,40.0,547.0,2205.0,346.0,34903.0,0,Daily
189204,Tonya,Simmons,Argentina,Female,41,74,5,24887,15638,408.0,303,37.0,43275.0,53.0,605.0,2200.0,408.0,32898.0,1,Daily
317617,Linda,Garcia,Mexico,Male,64,23,36,20271,5275,336.0,330,33.0,48053.0,40.0,695.0,3263.0,343.0,35430.0,0,Daily
782192,Allison,Cantu,India,Male,52,58,34,21021,14417,490.0,12,29.0,14719.0,44.0,490.0,3676.0,227.0,24875.0,1,Monthly
584758,Victor,Garcia,Brazil,Female,28,9,4,23602,12647,293.0,10,17.0,27143.0,48.0,446.0,1840.0,264.0,20784.0,0,Monthly
872239,Patricia,Perez,Mexico,Female,51,24,8,24764,19332,493.0,53,24.0,45012.0,66.0,678.0,3610.0,305.0,30056.0,1,Weekly
954562,Melanie,Castro,India,Female,25,77,21,22164,19601,532.0,47,27.0,53966.0,37.0,452.0,951.0,173.0,22519.0,1,Weekly
447477,Sophia,Pruitt,Argentina,Female,26,44,27,23464,19927,439.0,352,28.0,48247.0,47.0,466.0,2368.0,256.0,30360.0,0,Daily
357781,Steven,Rasmussen,Brazil,Female,26,54,9,27273,4478,497.0,10,29.0,60589.0,42.0,694.0,2746.0,371.0,29828.0,1,Monthly
229440,Larry,Larson,Mexico,Female,45,19,14,20603,149,602.0,54,41.0,44740.0,57.0,584.0,3500.0,223.0,15819.0,1,Weekly
409245,Jeremy,Carter,Mexico,Male,19,45,20,32985,14892,374.0,13,28.0,41134.0,62.0,556.0,2823.0,204.0,26725.0,0,Monthly
524278,Paul,Ramirez,Brazil,Female,34,42,10,27865,21469,484.0,10,28.0,66990.0,28.0,430.0,2481.0,398.0,24849.0,1,Monthly
315733,Ronald,Larson,Argentina,Male,32,8,2,31806,27944,525.0,10,31.0,48813.0,65.0,642.0,2567.0,285.0,31454.0,0,Monthly
944836,Ashley,Wise,Brazil,Female,32,9,2,22608,7024,373.0,302,25.0,58573.0,53.0,354.0,2786.0,249.0,14213.0,0,Daily
604628,Paula,Mendez,India,Male,28,55,29,27516,33591,343.0,348,22.0,32777.0,45.0,554.0,2770.0,217.0,39364.0,0,Daily
396461,George,James,Mexico,Male,38,14,2,28855,15153,381.0,348,32.0,38160.0,30.0,343.0,1018.0,187.0,18895.0,0,Daily
302057,Deborah,Simmons,Brazil,Female,59,8,3,27883,23221,502.0,48,29.0,52436.0,36.0,588.0,3185.0,201.0,31362.0,0,Weekly
123473,Justin,Miller,Brazil,Male,25,77,5,44023,4638,554.0,9,24.0,46839.0,54.0,714.0,3167.0,268.0,27795.0,0,Occasionally
633807,Christina,Brown,Brazil,Female,58,71,28,23616,41675,504.0,46,21.0,45508.0,38.0,612.0,3335.0,219.0,26898.0,0,Weekly
303747,Jimmy,Porter,Mexico,Male,38,50,8,23072,25713,629.0,5,17.0,48386.0,43.0,390.0,2861.0,267.0,25833.0,1,Occasionally
761165,Sara,Wilkerson,Argentina,Male,48,53,35,56126,402,553.0,8,23.0,72940.0,51.0,613.0,2738.0,250.0,29194.0,1,Monthly
502288,Annette,Ramirez,Brazil,Female,24,67,14,23641,24605,357.0,9,25.0,29082.0,39.0,483.0,2896.0,265.0,22313.0,0,Occasionally
386135,Jesus,Daniels,Argentina,Male,58,15,13,31573,1623,446.0,8,17.0,28106.0,22.0,591.0,2594.0,350.0,15436.0,1,Monthly
501530,Larry,Henry,Argentina,Male,26,45,20,32425,12986,665.0,53,36.0,50307.0,44.0,715.0,2769.0,319.0,29132.0,1,Weekly
575446,Michelle,Carney,Argentina,Female,47,45,4,34417,9550,416.0,3,25.0,49824.0,39.0,559.0,2244.0,291.0,19636.0,1,No
151236,Elizabeth,Wolf,Argentina,Male,21,37,21,21324,2521,320.0,3,18.0,58993.0,46.0,482.0,2027.0,322.0,24880.0,1,No
510884,Sarah,Allen,Brazil,Male,51,19,30,26269,18665,399.0,52,15.0,47754.0,55.0,407.0,890.0,240.0,35788.0,0,Weekly
839104,Cassandra,Melendez,Brazil,Female,64,6,7,27616,6685,496.0,47,24.0,56641.0,48.0,460.0,2134.0,270.0,28236.0,1,Weekly
628696,Clarence,Newton,Argentina,Male,41,24,14,35674,55353,622.0,49,30.0,49521.0,67.0,532.0,2667.0,333.0,29080.0,1,Weekly
202441,Samantha,Willis,India,Male,68,65,13,27315,8370,348.0,49,23.0,27454.0,24.0,528.0,3118.0,263.0,7726.0,0,Weekly
731171,Kimberly,James,Argentina,Male,44,46,39,21642,14774,595.0,325,34.0,49348.0,34.0,468.0,2616.0,308.0,33345.0,0,Daily
762526,Lisa,Calhoun,Brazil,Male,57,7,8,32809,33022,406.0,330,29.0,57257.0,35.0,370.0,1545.0,288.0,27882.0,0,Daily
617639,Alicia,Carter,Brazil,Male,64,48,15,29394,10820,229.0,53,24.0,50042.0,47.0,655.0,2512.0,278.0,18214.0,1,Weekly
299174,Michael,Medina,Brazil,Male,58,7,36,48187,948,528.0,48,25.0,43933.0,39.0,699.0,3108.0,411.0,27313.0,0,Weekly
123188,Glenn,Lin,India,Female,37,41,9,27762,23255,521.0,54,39.0,62413.0,64.0,617.0,2709.0,372.0,26048.0,1,Weekly
151861,Kim,Watson,Argentina,Male,21,72,15,26689,5176,341.0,7,34.0,47465.0,30.0,438.0,1287.0,352.0,27115.0,1,Monthly
452146,Sandra,Jenkins,Brazil,Male,21,12,17,28299,13585,558.0,9,21.0,34489.0,51.0,516.0,2161.0,198.0,27299.0,0,Occasionally
902102,Anthony,Young,India,Female,60,13,15,28460,11183,611.0,8,26.0,31458.0,58.0,579.0,2397.0,317.0,26644.0,1,Occasionally
628125,Mark,Carroll,Argentina,Male,36,29,17,25486,6436,522.0,3,28.0,35043.0,64.0,555.0,3450.0,322.0,35051.0,1,No
917049,Raven,Hill,Argentina,Female,68,44,30,25657,12876,344.0,7,17.0,36296.0,40.0,375.0,3233.0,342.0,24266.0,1,Monthly
989420,Jon,Tucker,India,Male,40,19,31,40231,19316,704.0,47,28.0,45204.0,55.0,525.0,3164.0,225.0,20891.0,1,Weekly
652496,William,Williams,Mexico,Female,56,52,7,29218,14608,693.0,6,28.0,49559.0,63.0,642.0,2847.0,369.0,35974.0,0,Occasionally
699514,Wendy,Williams,Mexico,Male,44,15,8,26048,3967,296.0,4,20.0,50092.0,50.0,676.0,1486.0,254.0,39751.0,1,No
928340,Lisa,Williams,Mexico,Male,64,48,1,21439,839,517.0,5,19.0,59772.0,41.0,615.0,2867.0,265.0,29202.0,0,Occasionally
969134,Karen,Thomas,Mexico,Female,65,41,29,21439,4860,297.0,352,17.0,37036.0,45.0,557.0,2544.0,205.0,32212.0,1,Daily
750223,Emily,Bridges,India,Male,34,43,19,28366,3358,479.0,8,23.0,56457.0,37.0,441.0,2671.0,238.0,36344.0,0,Monthly
687570,Ian,Sanchez,Brazil,Female,24,19,20,24967,9237,585.0,46,16.0,55516.0,47.0,281.0,1601.0,247.0,41696.0,0,Weekly
176570,Kristina,Hopkins,Argentina,Male,48,6,9,21387,10890,497.0,52,32.0,74169.0,66.0,649.0,3067.0,328.0,32147.0,1,Weekly
365947,Larry,Mcdonald,Brazil,Male,68,69,35,31313,18662,454.0,12,38.0,45040.0,34.0,536.0,2893.0,289.0,34283.0,0,Monthly
742497,Amanda,Schroeder,India,Female,28,40,10,20613,4093,272.0,50,17.0,27616.0,30.0,587.0,1146.0,327.0,21724.0,1,Weekly
887903,Joshua,Foley,India,Female,54,27,36,26941,1421,756.0,13,28.0,44318.0,51.0,603.0,2285.0,271.0,24887.0,0,Monthly
959473,Tina,Peterson,Argentina,Male,28,35,17,33053,17219,450.0,9,31.0,77411.0,58.0,544.0,2108.0,187.0,26830.0,0,Monthly
864202,Gary,Moses,Brazil,Male,40,66,30,32408,16909,461.0,335,33.0,48414.0,52.0,704.0,3407.0,393.0,25811.0,0,Daily
376392,Cindy,Johnson,Argentina,Female,47,27,2,39783,2894,447.0,14,20.0,52301.0,16.0,301.0,2863.0,324.0,9977.0,0,Monthly
454057,Aaron,Hudson,Mexico,Male,36,29,3,38264,2151,681.0,10,38.0,54824.0,50.0,748.0,1786.0,359.0,23340.0,0,Monthly
534240,Gregory,Keller,Argentina,Female,65,54,16,31930,16486,731.0,10,31.0,54220.0,61.0,562.0,2920.0,232.0,37178.0,1,Monthly
953147,Rebecca,Johnson,Brazil,Male,52,21,14,23791,2374,387.0,11,33.0,57104.0,47.0,510.0,2777.0,297.0,30811.0,0,Monthly
350310,Eric,Joyce,Mexico,Male,46,63,4,21299,24659,409.0,13,21.0,39596.0,52.0,565.0,3778.0,397.0,30454.0,0,Monthly
271858,Debbie,Hernandez,Argentina,Female,49,65,31,45316,24795,315.0,11,16.0,41996.0,38.0,450.0,2641.0,276.0,28636.0,0,Monthly
137258,Jacob,Hill,Mexico,Male,38,52,19,42114,30698,485.0,8,29.0,58584.0,71.0,650.0,2954.0,404.0,28944.0,1,Occasionally
628011,Daniel,Wilson,Mexico,Male,33,70,3,23602,2765,594.0,54,19.0,68819.0,68.0,451.0,2371.0,316.0,13657.0,1,Weekly
352324,Jasmine,Jones,Argentina,Male,27,6,13,39721,17446,722.0,348,34.0,57337.0,48.0,370.0,3107.0,323.0,25109.0,0,Daily
490210,Sherry,Pierce,Mexico,Female,22,71,5,90109,11423,456.0,7,20.0,47893.0,35.0,370.0,1220.0,301.0,21187.0,1,Monthly
522433,Jared,Barron,Brazil,Female,36,28,34,32798,22191,206.0,11,28.0,52649.0,43.0,538.0,2205.0,210.0,30300.0,1,Monthly
932363,Anne,Huerta,India,Female,56,15,28,24836,19584,493.0,5,24.0,56079.0,51.0,632.0,2605.0,236.0,25497.0,0,Occasionally
898555,Kim,Noble,Argentina,Female,20,24,28,27652,6184,521.0,328,34.0,68281.0,58.0,602.0,2660.0,263.0,32626.0,0,Daily
745732,Christopher,Boyd,India,Female,64,71,17,22917,30081,566.0,47,28.0,56646.0,61.0,631.0,3201.0,296.0,37448.0,0,Weekly
466383,Brian,Mason,India,Female,49,29,10,36382,23346,498.0,14,14.0,55990.0,48.0,553.0,2293.0,266.0,24463.0,1,Monthly
678552,Kathleen,Walker,Brazil,Male,25,7,7,27008,8402,683.0,7,34.0,48809.0,45.0,418.0,1585.0,262.0,28531.0,0,Monthly
916878,Karen,Peterson,India,Male,34,70,12,39872,2748,158.0,347,16.0,64557.0,38.0,479.0,3088.0,336.0,30970.0,1,Daily
314509,Jillian,Manning,Argentina,Male,31,61,29,28309,22691,594.0,312,31.0,65895.0,42.0,420.0,1223.0,268.0,28034.0,0,Daily
306630,Deborah,Dean,Mexico,Female,36,51,30,23363,21502,486.0,50,20.0,36599.0,34.0,503.0,2057.0,308.0,23814.0,0,Weekly
780353,Julie,Cook,Brazil,Male,19,23,3,30212,13136,635.0,347,29.0,50542.0,45.0,654.0,2174.0,273.0,23738.0,1,Daily
711539,Timothy,Golden,India,Female,60,24,36,20459,1015,410.0,11,26.0,46483.0,30.0,395.0,2537.0,206.0,25309.0,0,Monthly
420866,Tina,Adkins,India,Male,31,57,29,39397,6361,424.0,308,22.0,57619.0,37.0,399.0,2955.0,219.0,17120.0,1,Daily
583813,Alexandra,Barrett,India,Male,42,25,16,21535,1266,510.0,11,25.0,42021.0,55.0,425.0,1965.0,354.0,32191.0,0,Monthly
676161,Michelle,Davis,Argentina,Male,44,62,32,26169,3286,411.0,7,16.0,27740.0,41.0,515.0,2423.0,259.0,21197.0,0,Occasionally
534649,Sandra,Terry,Argentina,Male,27,67,31,36741,17561,518.0,348,28.0,56866.0,52.0,717.0,2963.0,326.0,33633.0,1,Daily
774055,Dylan,Taylor,Argentina,Female,23,19,10,23626,5531,640.0,8,33.0,61198.0,50.0,608.0,2954.0,380.0,17752.0,0,Occasionally
134534,Jacqueline,Lynn,Argentina,Female,63,74,8,35017,11841,525.0,11,32.0,38347.0,33.0,555.0,3425.0,372.0,33117.0,0,Monthly
309352,Jennifer,Gilmore,India,Male,53,9,9,25204,6248,644.0,343,24.0,60100.0,46.0,630.0,2654.0,254.0,21445.0,1,Daily
631041,Matthew,Taylor,Argentina,Female,46,8,39,77803,2002,484.0,53,27.0,76603.0,35.0,394.0,2271.0,190.0,29443.0,0,Weekly
490703,Robert,Moore,India,Female,58,67,28,25166,2952,591.0,54,17.0,39403.0,46.0,425.0,2770.0,255.0,21346.0,0,Weekly
753958,Benjamin,Walter,India,Female,52,79,29,21564,12067,388.0,50,31.0,52976.0,38.0,307.0,2149.0,265.0,30293.0,0,Weekly
310039,Charles,Baker,Mexico,Female,35,45,23,42041,8736,715.0,53,33.0,71043.0,68.0,609.0,2212.0,263.0,27820.0,0,Weekly
194274,Daniel,Frost,Mexico,Female,58,42,31,21012,19589,446.0,6,23.0,31991.0,61.0,588.0,2843.0,255.0,38961.0,1,No
358374,Benjamin,Roberts,Mexico,Male,23,55,17,29560,13305,701.0,9,32.0,50861.0,43.0,478.0,3749.0,322.0,22479.0,0,Monthly
488936,Heather,Brown,Mexico,Male,67,62,37,29591,1317,707.0,48,34.0,40321.0,63.0,697.0,3737.0,409.0,25089.0,0,Weekly
282573,Anthony,Lynch,Brazil,Male,64,24,33,22421,9950,325.0,48,27.0,52543.0,46.0,358.0,1464.0,221.0,31216.0,0,Weekly
643121,Christopher,Walker,Brazil,Female,53,32,1,26651,873,321.0,316,30.0,46462.0,54.0,723.0,2549.0,184.0,6036.0,0,Daily
318850,Jeremy,Buck,Mexico,Male,45,10,25,38934,14469,251.0,54,21.0,37355.0,53.0,529.0,3101.0,271.0,26223.0,1,Weekly
786492,Sierra,Frank,Argentina,Male,25,49,15,23361,1026,498.0,7,30.0,43746.0,44.0,357.0,3577.0,250.0,25095.0,1,Occasionally
817090,Levi,Hill,Argentina,Female,66,51,17,35607,23334,379.0,9,22.0,51739.0,72.0,386.0,3380.0,210.0,30001.0,0,Monthly
276673,Isaiah,Simon,India,Female,65,52,9,32259,2842,511.0,45,18.0,64338.0,55.0,336.0,2995.0,275.0,20606.0,0,Weekly
674072,Angela,Jackson,Brazil,Male,36,52,28,35930,36558,377.0,3,20.0,49978.0,46.0,486.0,1239.0,172.0,30109.0,1,No
668873,Meghan,Phillips,Argentina,Male,62,37,13,21048,38658,709.0,329,26.0,52671.0,68.0,769.0,1477.0,260.0,28132.0,0,Daily
398287,James,Moran,Mexico,Male,46,42,25,26456,282,689.0,329,32.0,57422.0,63.0,553.0,2271.0,354.0,39642.0,0,Daily
293374,Jennifer,Garcia,India,Male,62,52,15,26606,43372,322.0,6,21.0,40319.0,41.0,550.0,3207.0,290.0,26438.0,1,No
998223,Christine,Davis,Argentina,Female,49,44,6,25005,9227,347.0,7,23.0,61622.0,40.0,253.0,1843.0,219.0,18728.0,1,Monthly
769544,Connie,Herrera,Brazil,Female,66,52,2,30964,7212,513.0,11,44.0,45994.0,47.0,362.0,365.0,291.0,23887.0,1,Monthly
474578,Kent,Johnson,Mexico,Male,63,45,21,23923,36699,359.0,7,24.0,54540.0,45.0,480.0,1399.0,280.0,29395.0,1,Occasionally
713489,Erica,Stevens,Mexico,Female,59,11,33,27994,2204,543.0,331,31.0,52988.0,53.0,642.0,3527.0,232.0,22426.0,0,Daily
600542,Holly,Rojas,Mexico,Male,22,38,27,23654,4477,731.0,8,30.0,60990.0,69.0,608.0,3201.0,252.0,26437.0,1,Occasionally
813649,David,Walls,Brazil,Female,18,61,12,21804,54986,334.0,8,23.0,59885.0,49.0,315.0,1944.0,230.0,22464.0,1,Occasionally
578854,Ashlee,Morgan,India,Male,26,36,25,21783,7466,605.0,13,32.0,49979.0,32.0,302.0,1637.0,256.0,15778.0,0,Monthly
509796,Sarah,Schmidt,India,Female,44,51,18,20644,17926,616.0,7,40.0,66627.0,60.0,559.0,4471.0,306.0,26783.0,1,Monthly
287079,Jeffrey,Johnson,Brazil,Female,55,39,14,26201,2156,515.0,13,21.0,41472.0,51.0,816.0,3648.0,352.0,33100.0,0,Monthly
941945,Ian,Banks,Argentina,Female,20,44,29,29748,11605,436.0,8,22.0,33697.0,43.0,584.0,3025.0,369.0,29333.0,0,Monthly
614838,Brandon,Osborn,India,Male,39,68,37,26747,14808,476.0,12,28.0,45684.0,40.0,421.0,1948.0,292.0,23992.0,1,Monthly
319917,Teresa,Wilson,Mexico,Female,19,9,28,22083,1050,535.0,3,24.0,57827.0,69.0,706.0,3466.0,297.0,28620.0,1,No
874567,Jeffrey,Johnson,India,Female,50,11,12,33830,6657,547.0,11,39.0,83928.0,54.0,513.0,1939.0,290.0,19347.0,0,Monthly
243392,Brian,Lambert,Mexico,Female,68,32,17,48927,36089,438.0,6,23.0,46433.0,52.0,704.0,3512.0,345.0,23282.0,1,Occasionally
285672,Elizabeth,Nelson,Mexico,Female,32,77,34,21017,10010,430.0,309,25.0,42523.0,41.0,333.0,2824.0,253.0,28218.0,0,Daily
207706,Denise,Fisher,Brazil,Female,66,37,8,54646,3646,452.0,48,24.0,67526.0,60.0,579.0,3100.0,264.0,35716.0,1,Weekly
261321,Jonathan,Hernandez,India,Female,39,13,11,29050,13730,446.0,10,19.0,45608.0,61.0,587.0,3347.0,343.0,22046.0,1,Monthly
360949,Dan,Walters,India,Female,25,30,24,27964,4808,156.0,315,19.0,36483.0,32.0,561.0,3076.0,301.0,9389.0,0,Daily
790144,Amy,Joyce,Brazil,Female,35,15,35,22533,6295,374.0,320,27.0,39184.0,38.0,338.0,2890.0,271.0,17179.0,0,Daily
197399,Angela,Peck,Brazil,Male,44,22,1,34071,10688,327.0,47,21.0,50774.0,45.0,333.0,2533.0,306.0,21041.0,0,Weekly
791542,Zachary,Boyd,Argentina,Female,28,78,5,21501,3221,650.0,49,45.0,50267.0,58.0,472.0,2539.0,384.0,25385.0,0,Weekly
829478,Veronica,Jacobs,Brazil,Male,69,33,16,26930,2241,462.0,320,26.0,58907.0,60.0,586.0,2335.0,202.0,23001.0,1,Daily
594438,Kenneth,Phelps,Brazil,Female,60,75,27,29368,2857,523.0,10,21.0,30284.0,35.0,443.0,1897.0,331.0,32337.0,0,Monthly
200757,Suzanne,Kim,Mexico,Male,64,48,14,46178,1323,481.0,10,24.0,48556.0,57.0,782.0,3085.0,342.0,21750.0,1,Monthly
994402,Stephanie,Williamson,Argentina,Male,19,62,16,22688,17950,413.0,52,17.0,48879.0,64.0,584.0,2366.0,259.0,20301.0,1,Weekly
776264,Haley,Juarez,Brazil,Male,28,17,14,23635,29101,498.0,50,26.0,30798.0,49.0,431.0,1371.0,313.0,20307.0,0,Weekly
485870,Jeffrey,Moody,Brazil,Male,64,55,19,29877,10491,517.0,48,36.0,66308.0,39.0,549.0,2389.0,175.0,24804.0,0,Weekly
208206,Jonathan,Leach,Argentina,Male,27,11,23,32875,3172,503.0,53,30.0,53556.0,48.0,266.0,1752.0,384.0,23307.0,1,Weekly
321693,Tonya,Brown,Argentina,Female,36,76,22,55747,20700,391.0,314,24.0,57739.0,49.0,392.0,2243.0,286.0,25528.0,0,Daily
564638,Evan,Morrow,India,Female,38,66,5,29679,2217,610.0,45,35.0,56740.0,50.0,414.0,2570.0,251.0,23160.0,0,Weekly
543282,Joseph,Nash,Mexico,Female,35,36,26,28014,3969,571.0,348,27.0,40014.0,44.0,567.0,3141.0,220.0,25834.0,0,Daily
424190,Emily,Ruiz,Mexico,Male,60,13,1,31101,1032,377.0,14,37.0,40630.0,49.0,393.0,2251.0,260.0,16205.0,0,Monthly
391407,Juan,Cook,Mexico,Female,58,7,18,29058,12478,382.0,6,27.0,24155.0,26.0,552.0,4218.0,407.0,20539.0,1,No
150149,Julia,Wong,Mexico,Male,61,50,33,22482,26594,211.0,11,18.0,27391.0,22.0,407.0,2513.0,366.0,16914.0,1,Monthly
242479,Brittany,Medina,Brazil,Female,59,38,10,30257,5374,696.0,5,34.0,59350.0,54.0,602.0,4130.0,239.0,18123.0,0,Occasionally
552778,Deborah,Payne,Mexico,Male,22,77,31,20417,36801,438.0,9,23.0,54442.0,49.0,415.0,2057.0,212.0,28433.0,0,Monthly
614091,Lauren,Kim,India,Male,64,57,32,30663,20917,478.0,52,39.0,57026.0,47.0,418.0,3374.0,300.0,19854.0,1,Weekly
959717,Carol,Martin,India,Female,28,17,25,28543,13188,596.0,11,29.0,44716.0,68.0,561.0,2690.0,273.0,35873.0,0,Monthly
485120,Lawrence,Jennings,India,Female,43,73,26,23577,246,640.0,328,31.0,29061.0,51.0,507.0,3267.0,176.0,30887.0,1,Daily
262326,Alan,Gutierrez,Brazil,Female,69,36,18,23102,19061,477.0,13,28.0,46589.0,45.0,521.0,1642.0,264.0,10732.0,0,Monthly
698877,George,Peterson,Argentina,Male,25,63,13,20989,25066,571.0,51,28.0,31385.0,49.0,300.0,2605.0,169.0,32373.0,0,Weekly
721810,Jessica,James,India,Male,26,45,33,43812,38124,342.0,341,25.0,55283.0,35.0,335.0,2202.0,114.0,11129.0,1,Daily
880887,Jonathan,Watkins,Brazil,Male,21,60,18,56774,21990,599.0,14,30.0,42935.0,62.0,642.0,1971.0,325.0,32004.0,0,Monthly
708075,Amy,Jenkins,Mexico,Female,54,27,16,34380,17187,700.0,14,17.0,70384.0,71.0,664.0,3324.0,382.0,28442.0,1,Monthly
